instanceID, capacity, shortageCost, simulatedSolutionValue, simulationRuns, milpSolutionValue, milpOptimalityGap, cuts, milpMaxLinearizationError, simulatedLinearizationError,cplexSolutionTimeMs, simplexIterations, exploredNodes,instance,n_items,coeff_of_var
1c91c83fe71453bfa801ae8380b9d6083dd48a68a9a6cc37a97723ad9e8a5685,4175.238338910199,10.0,4233.706888409995,100000,4233.651356396318,0.0,2,0.0,0.0013116641076243,4439.0,1281,414,P05_UNCORRELATED,100,0.2
0dc962059e7a2609f6bd377af5927b779128c159ae1c54bcaf896c5cb9a3a47c,4329.982020871435,10.0,5187.796729837219,100000,5187.7515253298325,7.91138682887488e-05,3,0.0,0.0008713623478383011,3938.0,196,35,P05_UNCORRELATED,100,0.2
c780b868707f3f705d5513e3bbf13d7c343aaf96654634da821d3c37856b4286,933.3247458861342,10.0,3307.604230244006,100000,3307.422712313507,2.632569474591173e-05,1,0.0,0.0054878975192755,51804.0,179,37,P05_UNCORRELATED,200,0.1
1d48eebc7f731d99dcda2ff1517b1beefb2bb854e4f64011e8424b7db17d3406,1777.6688159967152,10.0,4851.982825993726,100000,4851.724267547076,5.109541069600982e-05,1,0.0,0.0053289233684932,77447.0,734,326,P05_UNCORRELATED,200,0.1
933a07a693e8ca8b2a3bb698b9ce4a1583de4b91934f7ecd85487af4bd48a2ad,2781.2512387474967,10.0,5951.868360187397,100000,5951.667677360869,4.67304666665474e-05,2,0.0,0.0033717618465967,77890.0,955,336,P05_UNCORRELATED,200,0.1
828219b0c0c3bd6d07e49b2e71bc68e03a4a54254e91e234d136b564d2c42294,3748.746592836205,10.0,7085.424706518116,100000,7085.0651399962935,6.607858554517027e-05,4,0.0,0.0050747349201508,93457.0,430,106,P05_UNCORRELATED,200,0.1
a2acc6c8fec7746063d1da904d34f4717705033bf400ba6d909d7f67f54f4b0f,4564.408327991022,10.0,7266.569896275826,100000,7266.168532933952,7.980706539766649e-05,6,0.0,0.0055234222969388,159723.0,1507,550,P05_UNCORRELATED,200,0.1
32264fa43e4d24c56ff3decaee6c5f14a411e9203073e5461b9d0f7a76ae4320,5594.421581219217,10.0,7980.586925015721,100000,7980.275366216964,9.252890578471608e-05,3,0.0,0.0039039584642599,76994.0,1149,308,P05_UNCORRELATED,200,0.1
774225280d811a9f5556468b3c11532b0914225ce3762d8d8658a7d7db97320d,6110.69114528739,10.0,8881.25640868796,100000,8881.089224289375,6.45094017563058e-05,3,0.0,0.0018824408494793,77137.0,885,264,P05_UNCORRELATED,200,0.1
eeec160a8e0dc7817eea8416ff13e1089d4a6ed9963ef496c65f3521497b8064,6607.878905441166,10.0,9208.550579009574,100000,9208.181133922266,7.022830780388142e-05,3,0.0,0.0040119786945651,71381.0,858,192,P05_UNCORRELATED,200,0.1
481d8d76e31288d5d3e58f6f4b0cccdbcec5015c641d0530a471b03fa39a94d5,8228.987231305458,10.0,9980.034034279392,100000,9979.726351202116,8.93973504872532e-05,1,0.0,0.0030829862525356,26440.0,350,109,P05_UNCORRELATED,200,0.1
d097ab8adb7a68bbfd7d830396b4564203b6902994b9e7aaff302b172f71faf5,9088.341733539515,10.0,10749.00036185648,100000,10749.028539092087,7.185761549155086e-05,2,0.0,-0.0002621381957374452,46467.0,494,138,P05_UNCORRELATED,200,0.1
